occurrence_year,occurrence_date,division,age_bias,race_bias,religion_bias,sexual_orientation_bias,gender_bias,primary_offence,arrest_made,bias_type
2021,2021-05-14,D32,NO,NA,Jewish,NA,NA,Harassing Communications,NO,Religious
2021,2021-05-14,D22,NO,Black,Jewish,NA,NA,Mischief Under $5000,YES,Racial
2021,2021-05-15,D32,NO,NA,Jewish,NA,NA,Assault With a Weapon,NO,Religious
2021,2021-05-15,D52,NO,NA,Jewish,NA,NA,Assault With a Weapon,NO,Religious
2021,2021-05-15,D31,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2021,2021-05-15,D52,NO,NA,Jewish,NA,NA,Assault,YES,Religious
2021,2021-05-15,D52,NO,NA,Jewish,NA,NA,Assault,NO,Religious
2021,2021-05-17,D32,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2021,2021-05-17,D11,NO,NA,NA,NA,Transgender Woman (Identifies As Woman),Uttering Threats - Bodily Harm,NO,Gender
2021,2021-05-18,D11,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2021,2021-05-19,D55,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2021,2021-05-23,D51,NO,East/Southeast Asian,NA,NA,NA,Assault,NO,Racial
2021,2021-05-24,D22,NO,Black,NA,NA,NA,Assault,NO,Racial
2021,2021-05-24,D52,NO,East/Southeast Asian,NA,NA,NA,Assault,NO,Racial
2021,2021-05-28,D32,NO,"Black, East/Southeast Asian",NA,NA,NA,Harassing Communications,NO,Racial
2021,2021-05-31,D51,NO,East/Southeast Asian,NA,NA,NA,Assault,NO,Racial
2021,2021-05-31,D43,NO,NA,NA,NA,Woman,Mischief Under $5000,NO,Gender
2021,2021-06-01,D53,NO,NA,NA,NA,NA,Mischief Under $5000,NO,Age
2021,2021-06-01,NSA,NO,NA,NA,NA,Transgender Woman (Identifies As Woman),Assault Causing Bodily Harm,YES,Gender
2021,2021-06-03,D52,NO,South Asian,NA,NA,NA,Assault With a Weapon,NO,Racial
2021,2021-06-03,D41,NO,Black,NA,NA,NA,Assault Causing Bodily Harm,YES,Racial
2021,2021-06-04,D42,NO,NA,NA,2SLGBTQ+,NA,Theft,NO,Sexual Orientation
2021,2021-06-05,D55,NO,NA,NA,Gay,NA,Mischief Under $5000,NO,Sexual Orientation
2021,2021-06-05,D55,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2021,2021-06-05,D13,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2021,2021-06-06,D55,NO,Black,NA,Gay,NA,Mischief Under $5000,NO,Racial
2021,2021-06-07,D22,NO,NA,NA,2SLGBTQ+,NA,Mischief Under $5000,NO,Sexual Orientation
2021,2021-06-07,D51,NO,Black,NA,NA,NA,Uttering Threats - Bodily Harm,NO,Racial
2021,2021-06-08,D11,NO,NA,NA,Gay,NA,Assault With a Weapon,NO,Sexual Orientation
2021,2021-06-08,D31,NO,East/Southeast Asian,Jewish,NA,NA,Mischief Under $5000,NO,Racial
2021,2021-06-09,D53,NO,NA,NA,NA,NA,Criminal Harassment,NO,Age
2021,2021-06-09,D33,NO,NA,NA,NA,NA,Assault With a Weapon,NO,Age
2021,2021-06-10,D32,NO,NA,NA,Gay,NA,Mischief Under $5000,NO,Sexual Orientation
2021,2021-06-12,D11,NO,NA,NA,Gay,NA,Criminal Harassment,YES,Sexual Orientation
2021,2021-06-15,D13,NO,Black,NA,NA,NA,Criminal Harassment,YES,Racial
2021,2021-06-18,D14,NO,NA,NA,Gay,NA,Mischief Under $5000,YES,Sexual Orientation
2021,2021-06-18,D31,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2021,2021-06-18,D11,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2021,2021-06-19,D53,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2021,2021-06-20,D52,NO,NA,Catholic,NA,NA,Mischief Interfere With Property,NO,Religious
2021,2021-06-21,D14,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2021,2021-06-22,D31,NO,NA,Jewish,NA,NA,Mischief Under $5000,YES,Religious
2021,2021-06-27,D33,NO,NA,NA,NA,NA,Criminal Harassment,YES,Age
2021,2021-06-27,D31,NO,NA,Muslim,NA,NA,Assault,NO,Religious
2021,2021-06-28,D51,NO,NA,NA,NA,Woman,Uttering Threats - Bodily Harm,YES,Gender
2021,2021-06-28,D13,NO,Black,NA,NA,NA,Mischief Interfere With Property,NO,Racial
2021,2021-06-30,D13,NO,NA,Catholic,NA,NA,Mischief Under $5000,NO,Religious
2021,2021-06-30,D51,NO,NA,NA,NA,NA,Assault,YES,Age
2021,2021-07-01,D12,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2021,2021-07-02,D51,NO,NA,Muslim,NA,NA,Mischief Under $5000,NO,Religious
2021,2021-07-03,D22,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2021,2021-07-05,D51,NO,Black,NA,NA,NA,Assault,NO,Racial
2021,2021-07-06,D14,NO,NA,Jewish,NA,NA,Assault With a Weapon,YES,Religious
2021,2021-07-10,D31,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2021,2021-07-10,D53,NO,NA,Jewish,NA,NA,Assault,YES,Religious
2021,2021-07-11,D55,NO,Black,NA,NA,NA,Assault,YES,Racial
2021,2021-07-12,D51,NO,NA,NA,NA,NA,Assault,NO,Age
2021,2021-07-13,D32,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2021,2021-07-13,D22,NO,NA,NA,NA,Woman,Uttering Threats - Bodily Harm,YES,Gender
2021,2021-07-17,D51,NO,NA,NA,Gay,NA,Assault Causing Bodily Harm,NO,Sexual Orientation
2021,2021-07-18,D14,NO,East/Southeast Asian,NA,NA,NA,Other Criminal Code Offence Not Listed,NO,Racial
2021,2021-07-19,D11,NO,NA,NA,NA,NA,Assault,YES,Age
2021,2021-07-22,D53,NO,White,NA,NA,NA,Mischief Under $5000,NO,Racial
2021,2021-07-22,D52,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2021,2021-07-26,D31,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2021,2021-07-26,D32,NO,Black,NA,NA,NA,Uttering Threats - Bodily Harm,YES,Racial
2021,2021-07-28,D53,NO,NA,Jewish,NA,NA,Assault,NO,Religious
2021,2021-07-28,D11,NO,NA,Jewish,NA,NA,Assault With a Weapon,YES,Religious
2021,2021-07-29,D51,NO,Black,NA,NA,Transgender Woman (Identifies As Woman),Assault,NO,Racial
2021,2021-08-04,D31,NO,NA,Jewish,NA,NA,Assault,NO,Religious
2021,2021-08-09,D52,NO,East/Southeast Asian,NA,NA,NA,Assault,YES,Racial
2021,2021-08-09,D13,NO,East/Southeast Asian,NA,NA,NA,Harassing Communications,NO,Racial
2021,2021-08-11,D43,NO,NA,NA,NA,NA,Assault,YES,Age
2021,2021-08-12,D52,NO,East/Southeast Asian,NA,NA,NA,Assault,NO,Racial
2021,2021-08-15,D11,NO,Black,NA,NA,NA,Assault,YES,Racial
2021,2021-08-17,D14,NO,NA,Catholic,NA,NA,"Mischief To Religious Property, Educational Institutions, Etc.",YES,Religious
2021,2021-08-18,D13,NO,NA,Jewish,NA,NA,"Mischief To Religious Property, Educational Institutions, Etc.",NO,Religious
2021,2021-08-20,D53,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2021,2021-08-26,D14,NO,NA,NA,NA,NA,Assault,NO,Age
2021,2021-08-30,D55,NO,NA,NA,2SLGBTQ+,NA,Harassing Communications,NO,Sexual Orientation
2021,2021-08-31,D13,NO,NA,Jewish,NA,NA,Harassing Communications,YES,Religious
2021,2021-08-31,D14,NO,NA,Jewish,NA,NA,Harassing Communications,YES,Religious
2021,2021-09-01,D51,NO,White,NA,NA,NA,Assault,YES,Racial
2021,2021-09-03,D51,NO,NA,NA,Gay,NA,Assault,NO,Sexual Orientation
2021,2021-09-03,D13,NO,NA,NA,2SLGBTQ+,NA,Mischief Under $5000,NO,Sexual Orientation
2021,2021-09-10,D11,NO,NA,NA,NA,NA,Uttering Threats - Bodily Harm,YES,Age
2021,2021-09-11,D43,NO,NA,Muslim,NA,NA,Assault,NO,Religious
2021,2021-09-11,D52,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2021,2021-09-11,D32,NO,NA,Jewish,NA,NA,Harassing Communications,NO,Religious
2021,2021-09-11,D55,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2021,2021-09-11,D32,NO,NA,Jewish,NA,NA,Assault,YES,Religious
2021,2021-09-13,D51,NO,NA,Muslim,NA,NA,Uttering Threats - Bodily Harm,YES,Religious
2021,2021-09-13,D32,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2021,2021-09-14,D31,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2021,2021-09-14,D13,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2021,2021-09-15,D55,NO,NA,Muslim,NA,NA,Assault With a Weapon,YES,Religious
2021,2021-09-16,D52,NO,NA,NA,NA,NA,Assault,YES,Age
2021,2021-09-17,D51,NO,Black,NA,NA,NA,Uttering Threats - Bodily Harm,YES,Racial
2021,2021-09-18,D14,NO,NA,NA,Gay,NA,Assault,NO,Sexual Orientation
2021,2021-09-18,D14,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2021,2021-09-20,D51,NO,NA,NA,2SLGBTQ+,NA,Criminal Harassment,NO,Sexual Orientation
2021,2021-09-21,D55,NO,Black,Jewish,NA,NA,Mischief Under $5000,NO,Racial
2021,2021-09-21,D32,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2021,2021-09-23,D52,NO,East/Southeast Asian,NA,NA,NA,Assault,NO,Racial
2021,2021-09-24,D51,NO,NA,NA,NA,Transgender,Harassing Communications,NO,Gender
2021,2021-09-26,D53,NO,South Asian,NA,NA,NA,Harassing Communications,NO,Racial
2021,2021-09-26,D52,NO,East/Southeast Asian,NA,NA,NA,Assault,NO,Racial
2021,2021-09-27,D14,NO,NA,Muslim,NA,Woman,Uttering Threats - Bodily Harm,NO,Religious
2021,2021-09-28,D52,NO,Black,NA,NA,NA,Assault Causing Bodily Harm,YES,Racial
2021,2021-09-29,D55,NO,NA,NA,Lesbian,NA,Criminal Harassment,NO,Sexual Orientation
2021,2021-09-30,D51,NO,Black,NA,NA,NA,Assault,NO,Racial
2021,2021-10-01,D13,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2021,2021-10-02,D53,NO,NA,NA,NA,NA,Assault Causing Bodily Harm,YES,Age
2021,2021-10-05,D14,NO,NA,NA,Gay,NA,Assault,NO,Sexual Orientation
2021,2021-10-05,D22,NO,Black,NA,2SLGBTQ+,NA,Mischief Under $5000,NO,Racial
2021,2021-10-06,D52,NO,East/Southeast Asian,NA,NA,NA,Assault,NO,Racial
2021,2021-10-06,D55,NO,East/Southeast Asian,NA,NA,NA,Assault,NO,Racial
2021,2021-10-07,D32,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2021,2021-10-08,D51,NO,NA,NA,Gay,NA,Assault,YES,Sexual Orientation
2021,2021-10-08,D52,NO,East/Southeast Asian,NA,NA,NA,Assault,NO,Racial
2021,2021-10-10,D32,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2021,2021-10-11,D52,NO,East/Southeast Asian,NA,NA,NA,Assault,NO,Racial
2021,2021-10-12,D41,NO,NA,Muslim,NA,NA,Assault,YES,Religious
2021,2021-10-12,D14,NO,NA,NA,2SLGBTQ+,NA,Mischief Under $5000,NO,Sexual Orientation
2021,2021-10-15,D14,NO,NA,NA,Gay,NA,Assault,YES,Sexual Orientation
2021,2021-10-15,D42,NO,NA,NA,NA,NA,Assault,NO,Age
2021,2021-10-17,D52,NO,Black,NA,NA,NA,Assault,NO,Racial
2021,2021-10-18,D53,NO,Black,NA,NA,NA,Assault,YES,Racial
2021,2021-10-20,D42,NO,Black,NA,NA,NA,Disturbing Religious Worship Or Certain Meetings,NO,Racial
2021,2021-10-21,D53,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2021,2021-10-22,D31,NO,White,Jewish,NA,NA,Mischief Under $5000,NO,Racial
2021,2021-10-25,D55,NO,NA,NA,NA,Transgender Woman (Identifies As Woman),Assault,YES,Gender
2021,2021-10-28,D22,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2021,2021-10-28,D32,NO,NA,NA,NA,NA,Assault,NO,Age
2021,2021-10-29,D51,NO,NA,NA,NA,NA,Mischief Under $5000,NO,Age
2021,2021-10-31,D51,NO,NA,NA,Lesbian,NA,Mischief Under $5000,NO,Sexual Orientation
2021,2021-10-31,D42,NO,NA,NA,2SLGBTQ+,NA,Assault,NO,Sexual Orientation
2021,2021-11-03,D51,NO,NA,NA,NA,NA,Assault Causing Bodily Harm,YES,Age
2021,2021-11-03,D41,NO,South Asian,NA,NA,NA,Harassing Communications,NO,Racial
2021,2021-11-06,D23,NO,Black,Jewish,2SLGBTQ+,NA,Mischief Under $5000,NO,Racial
2021,2021-11-07,D55,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2021,2021-11-08,D53,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2021,2021-11-09,D31,NO,NA,Muslim,NA,NA,"Mischief To Religious Property, Educational Institutions, Etc.",YES,Religious
2021,2021-11-10,D55,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2021,2021-11-11,D12,NO,Black,NA,NA,NA,Criminal Harassment,YES,Racial
2021,2021-11-14,D32,NO,NA,Jewish,NA,NA,Mischief Interfere With Property,NO,Religious
2021,2021-11-14,D22,NO,Black,Jewish,NA,NA,Mischief Under $5000,NO,Racial
2021,2021-11-15,D51,NO,Black,NA,NA,NA,Uttering Threats - Bodily Harm,YES,Racial
2021,2021-11-15,D32,NO,NA,NA,Gay,NA,Uttering Threats - Bodily Harm,NO,Sexual Orientation
2021,2021-11-20,D22,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2021,2021-11-23,D11,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2021,2021-11-24,D52,NO,NA,Jewish,NA,NA,Harassing Communications,NO,Religious
2021,2021-11-24,D53,NO,South Asian,NA,NA,NA,Assault,NO,Racial
2021,2021-11-25,D33,NO,Black,NA,NA,NA,Criminal Harassment,NO,Racial
2021,2021-11-30,D32,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2021,2021-12-03,D55,NO,NA,NA,NA,Transgender Man (Identifies As Man),Assault,NO,Gender
2021,2021-12-03,D33,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2021,2021-12-06,D32,NO,Black,Jewish,NA,Woman,Uttering Threats - Bodily Harm,YES,Racial
2021,2021-12-07,D33,NO,NA,Sikh,NA,NA,Mischief Interfere With Property,NO,Religious
2021,2021-12-07,D53,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2021,2021-12-08,D41,NO,Black,NA,NA,NA,Assault,NO,Racial
2021,2021-12-12,D42,NO,Black,NA,2SLGBTQ+,NA,Mischief Interfere With Property,NO,Racial
2021,2021-12-15,D52,NO,Black,NA,NA,NA,Uttering Threats - Bodily Harm,NO,Racial
2021,2021-12-16,D33,NO,Black,Jewish,NA,NA,Mischief Under $5000,NO,Racial
2021,2021-12-24,D22,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2021,2021-12-30,D52,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2022,2022-01-01,D52,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2022,2022-01-01,D52,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2022,2022-01-02,D32,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2022,2022-01-03,D55,NO,NA,NA,NA,Transgender,Criminal Harassment,NO,Gender
2022,2022-01-03,D51,NO,East/Southeast Asian,NA,NA,NA,Assault,NO,Racial
2022,2022-01-06,D52,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2022,2022-01-08,D51,NO,Black,Jewish,2SLGBTQ+,NA,Mischief Under $5000,NO,Racial
2022,2022-01-09,D14,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2022,2022-01-11,D52,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2022,2022-01-18,D55,NO,NA,Muslim,NA,NA,Assault,YES,Religious
2022,2022-01-21,D11,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2022,2022-01-23,D52,NO,East/Southeast Asian,NA,NA,NA,Assault,YES,Racial
2022,2022-01-25,D11,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2022,2022-01-27,D51,NO,NA,NA,NA,NA,Uttering Threats - Bodily Harm,NO,Age
2022,2022-01-27,D53,NO,NA,NA,NA,NA,Assault,YES,Age
2022,2022-01-28,D53,NO,Black,NA,Gay,NA,Mischief Over $5000,NO,Racial
2022,2022-01-31,D52,NO,East/Southeast Asian,NA,NA,NA,Assault,NO,Racial
2022,2022-02-03,D42,NO,Black,NA,NA,NA,Mischief To Data,NO,Racial
2022,2022-02-03,D55,NO,Black,Jewish,NA,NA,Mischief Under $5000,NO,Racial
2022,2022-02-05,D52,NO,NA,Jewish,NA,NA,Public Incitement of Hatred ,NO,Religious
2022,2022-02-06,D41,NO,NA,Muslim,NA,NA,Mischief Under $5000,NO,Religious
2022,2022-02-07,D22,NO,NA,NA,NA,NA,Mischief Over $5000,YES,Age
2022,2022-02-07,D52,NO,East/Southeast Asian,NA,NA,NA,Disturbing Religious Worship Or Certain Meetings,NO,Racial
2022,2022-02-08,D22,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2022,2022-02-09,D55,NO,NA,NA,2SLGBTQ+,NA,Assault With a Weapon,YES,Sexual Orientation
2022,2022-02-09,D33,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2022,2022-02-10,D22,NO,Black,NA,NA,NA,Harassing Communications,NO,Racial
2022,2022-02-12,D53,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2022,2022-02-15,D11,NO,Black,NA,NA,NA,Disturbing Religious Worship Or Certain Meetings,NO,Racial
2022,2022-02-21,D22,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2022,2022-02-23,D32,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2022,2022-02-23,D31,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2022,2022-02-23,D55,NO,NA,Jewish,NA,NA,Assault,NO,Religious
2022,2022-02-24,D32,NO,NA,NA,NA,NA,Uttering Threats - Property,YES,Age
2022,2022-02-24,D33,NO,NA,NA,NA,Transgender Man (Identifies As Man),Uttering Threats - Bodily Harm,NO,Gender
2022,2022-02-25,D22,NO,NA,NA,NA,NA,Mischief Under $5000,NO,Age
2022,2022-02-26,D22,NO,NA,NA,NA,NA,Mischief Over $5000,YES,Age
2022,2022-02-28,D13,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2022,2022-02-28,D22,NO,NA,NA,NA,NA,"Mischief To Religious Property, Educational Institutions, Etc.",NO,Age
2022,2022-02-28,D23,NO,NA,Muslim,NA,NA,Harassing Communications,NO,Religious
2022,2022-03-01,D51,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2022,2022-03-01,D14,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2022,2022-03-01,D51,NO,NA,Muslim,NA,NA,Uttering Threats - Bodily Harm,YES,Religious
2022,2022-03-01,D22,NO,NA,NA,NA,NA,Mischief Under $5000,NO,Age
2022,2022-03-01,D22,NO,Black,Jewish,2SLGBTQ+,NA,Mischief Under $5000,NO,Racial
2022,2022-03-02,D55,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2022,2022-03-03,D41,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2022,2022-03-04,D22,NO,NA,NA,NA,NA,Mischief Under $5000,YES,Age
2022,2022-03-04,D14,NO,South Asian,NA,NA,NA,Assault,NO,Racial
2022,2022-03-04,D42,NO,Other race not mentioned,NA,NA,NA,Harassing Communications,NO,Racial
2022,2022-03-05,D55,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2022,2022-03-05,D22,NO,NA,NA,NA,NA,Mischief Over $5000,NO,Age
2022,2022-03-06,D51,NO,NA,Jewish,2SLGBTQ+,NA,Mischief Under $5000,NO,Religious
2022,2022-03-06,D53,NO,Black,Jewish,NA,NA,Mischief Under $5000,NO,Racial
2022,2022-03-06,D22,NO,NA,NA,NA,NA,Mischief Under $5000,YES,Age
2022,2022-03-07,D42,NO,South Asian,NA,2SLGBTQ+,NA,Mischief Under $5000,NO,Racial
2022,2022-03-08,D55,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2022,2022-03-09,D13,NO,NA,NA,2SLGBTQ+,NA,Assault,YES,Sexual Orientation
2022,2022-03-10,D41,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2022,2022-03-11,D22,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2022,2022-03-13,D55,NO,NA,Jewish,NA,NA,Mischief Interfere With Property,NO,Religious
2022,2022-03-14,D13,NO,Latino,NA,NA,NA,Assault,NO,Racial
2022,2022-03-14,D32,NO,NA,NA,NA,NA,Mischief Over $5000,NO,Age
2022,2022-03-15,D55,NO,East/Southeast Asian,Muslim,NA,NA,Assault,NO,Racial
2022,2022-03-16,D53,NO,Other race not mentioned,NA,NA,NA,Mischief Under $5000,NO,Racial
2022,2022-03-16,D31,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2022,2022-03-16,D31,NO,Black,NA,NA,NA,Disturbing Religious Worship Or Certain Meetings,NO,Racial
2022,2022-03-18,D53,NO,Black,NA,NA,NA,Assault,NO,Racial
2022,2022-03-18,D32,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2022,2022-03-31,D32,NO,NA,NA,NA,NA,Assault With a Weapon,YES,Age
2022,2022-04-04,D14,NO,NA,NA,NA,NA,Assault,NO,Age
2022,2022-04-05,D52,NO,NA,NA,NA,Transgender Woman (Identifies As Woman),Mischief Under $5000,NO,Gender
2022,2022-04-06,D14,NO,East/Southeast Asian,NA,NA,NA,Assault,NO,Racial
2022,2022-04-07,D42,NO,NA,NA,NA,Transgender Woman (Identifies As Woman),Assault,YES,Gender
2022,2022-04-07,D53,NO,NA,NA,NA,NA,Assault,NO,Age
2022,2022-04-08,D14,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2022,2022-04-10,D31,NO,NA,Muslim,NA,NA,Harassing Communications,NO,Religious
2022,2022-04-12,D55,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2022,2022-04-13,D51,NO,NA,NA,NA,NA,Mischief Under $5000,NO,Age
2022,2022-04-14,D31,NO,Black,NA,NA,NA,Mischief Under $5000,YES,Racial
2022,2022-04-16,D43,NO,NA,NA,NA,NA,Assault,YES,Age
2022,2022-04-18,D31,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2022,2022-04-20,D32,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2022,2022-04-21,D55,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2022,2022-04-21,D32,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2022,2022-04-29,D43,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2022,2022-04-29,D22,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2022,2022-04-29,D51,NO,Middle Eastern,NA,Gay,NA,Assault,NO,Racial
2022,2022-04-30,D32,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2022,2022-05-01,D22,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2022,2022-05-01,D23,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2022,2022-05-03,D51,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2022,2022-05-08,D31,NO,NA,Muslim,NA,NA,Disturbing Religious Worship Or Certain Meetings,YES,Religious
2022,2022-05-11,D42,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2022,2022-05-12,D22,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2022,2022-05-12,D55,NO,Black,Jewish,NA,NA,Mischief Under $5000,NO,Racial
2022,2022-05-12,D14,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2022,2022-05-13,NSA,NO,NA,NA,NA,Transgender,Assault,NO,Gender
2022,2022-05-13,D32,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2022,2022-05-16,D53,NO,East/Southeast Asian,NA,NA,NA,Assault,NO,Racial
2022,2022-05-17,D22,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2022,2022-05-18,D33,NO,NA,NA,2SLGBTQ+,NA,Mischief Under $5000,NO,Sexual Orientation
2022,2022-05-18,D22,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2022,2022-05-19,D52,NO,NA,NA,Gay,NA,Assault,NO,Sexual Orientation
2022,2022-05-20,D42,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2022,2022-05-21,D22,NO,NA,Muslim,NA,NA,Mischief Interfere With Property,NO,Religious
2022,2022-05-21,D22,NO,NA,NA,2SLGBTQ+,NA,Mischief Under $5000,NO,Sexual Orientation
2022,2022-05-25,D32,NO,Black,NA,NA,NA,"Mischief To Religious Property, Educational Institutions, Etc.",NO,Racial
2022,2022-05-25,D13,NO,NA,Jewish,NA,NA,Assault With a Weapon,YES,Religious
2022,2022-05-27,D22,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2022,2022-05-30,D52,NO,Black,NA,NA,NA,Assault With a Weapon,YES,Racial
2022,2022-05-31,D43,NO,NA,NA,Gay,NA,Criminal Harassment,NO,Sexual Orientation
2022,2022-06-01,D41,NO,NA,NA,2SLGBTQ+,NA,Assault,NO,Sexual Orientation
2022,2022-06-02,D31,NO,NA,Jewish,NA,NA,Mischief Under $5000,YES,Religious
2022,2022-06-02,D41,NO,Black,NA,2SLGBTQ+,NA,Mischief Under $5000,NO,Racial
2022,2022-06-06,D31,NO,NA,Jewish,NA,NA,Mischief Under $5000,YES,Religious
2022,2022-06-06,D52,NO,NA,NA,2SLGBTQ+,NA,Uttering Threats - Bodily Harm,NO,Sexual Orientation
2022,2022-06-07,D55,NO,NA,NA,2SLGBTQ+,NA,Mischief Interfere With Property,NO,Sexual Orientation
2022,2022-06-08,D31,NO,NA,Jewish,NA,NA,Mischief Under $5000,YES,Religious
2022,2022-06-12,D51,NO,East/Southeast Asian,NA,NA,NA,Assault,YES,Racial
2022,2022-06-12,D51,NO,NA,NA,Gay,NA,Assault,YES,Sexual Orientation
2022,2022-06-15,D55,NO,NA,NA,Gay,NA,Uttering Threats - Bodily Harm,NO,Sexual Orientation
2022,2022-06-17,D32,NO,Black,Jewish,NA,NA,Mischief Under $5000,NO,Racial
2022,2022-06-17,D33,NO,Black,Jewish,NA,NA,Mischief Under $5000,NO,Racial
2022,2022-06-17,D22,NO,NA,NA,NA,Woman,Murder,YES,Gender
2022,2022-06-20,D43,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2022,2022-06-20,D22,NO,East/Southeast Asian,NA,NA,NA,Assault,NO,Racial
2022,2022-06-22,D42,NO,NA,NA,NA,NA,Assault,YES,Age
2022,2022-06-22,D51,NO,Black,NA,NA,NA,Assault,YES,Racial
